Speed,Action
26.049382716049383,3
29.324885986662164,1
29.88463095808933,3
29.98028478809738,1
29.99663090224268,4
29.999424260831965,2
29.999901612949966,1
29.99998318681071,2
29.999997126823764,4
29.999999509007985,2
29.999999916095238,1
29.99999998566166,3
29.99999999754975,4
29.99999999958128,3
29.99999999992845,2
29.99999999998777,1
29.99999999999791,0
29.999999999999645,2
29.999999999999936,3
29.999999999999986,4
26.216577373461483,4
21.169145079408977,2
20.199793138642036,3
20.034142296752954,4
23.789257143356707,3
24.793098290642018,1
27.77233100204636,2
29.61931757760832,3
29.934945852884287,3
29.988883011644287,4
29.99810023748553,2
27.774320139470912,1
22.013829409209123,2
20.34413975257795,4
20.058809434782724,1
20.010049840489383,2
20.001717399499505,3
20.00029348336862,1
20.000050152854755,1
20.000008570532813,1
