Speed,Action
25.0,0
25.0,4
25.0,1
25.0,1
26.049382716049383,1
28.267802919426906,4
29.240496734994935,4
29.66698638623585,1
29.853986056331806,0
29.935978377867045,3
29.97192892680271,4
29.987691890267772,0
29.994603356839413,1
29.997633774963308,3
29.99896249932455,0
29.99954509497834,1
29.99980054125879,1
29.999912544844413,1
29.999961654203812,1
29.99998318681071,0
29.999992628048908,0
29.999996767676734,3
29.99999858274783,1
29.99999937858823,4
29.999999727534313,1
29.999999880534045,0
29.99999994761867,1
29.999999977032754,2
29.999999989929726,2
29.999999995584567,3
29.999999998064002,4
29.99999999915114,2
29.999999999627804,2
29.999999999836806,0
29.99999999992845,4
29.99999999996863,4
29.999999999986244,3
29.999999999993967,3
29.999999999997357,0
29.999999999998842,2
29.999999999999492,4
29.444444444444223,0
26.948721715644634,2
25.298885617575102,0
22.323362031129378,1
21.018706859757412,3
20.446664640384242,0
20.19584564397367,2
20.085870948348333,2
20.037651180902614,4
20.016508626615035,0
20.007238411815543,4
20.00317377131564,4
20.001391579343736,2
20.000610155199393,4
20.00026753010457,3
20.00011730188798,0
20.00005143246569,2
20.000022551201624,4
22.807697957753348,1
24.03875801567987,4
24.578531546012336,1
24.81520193603238,3
24.91897299994087,0
24.96447270822203,2
24.984422618878202,0
24.993169904305393,3
27.80469332984468,4
29.037440599357936,4
29.577953908508437,2
29.814948663714166,1
29.91886194955591,1
29.964424016805268,1
29.984401269523424,0
29.99316054341636,0
29.997001155547256,0
29.998685119505943,4
29.999423474361247,3
29.99974721519283,4
29.999889163370298,4
29.99995140230688,0
29.99997869173952,0
29.999990657129267,3
29.999995903502608,1
29.99999820383998,1
29.999999212451392,3
29.999999654689557,0
29.999999848594356,3
29.99999993361432,4
29.999999970892375,1
29.999999987237402,1
29.99999999440408,3
29.999999997546396,4
29.999999998924185,1
29.9999999995283,4
29.999999999793175,3
29.999999999909317,3
29.99999999996024,2
29.999999999982563,2
29.999999999992355,2
29.99999999999665,0
29.999999999998533,1
29.999999999999357,2
29.99999999999972,0
29.999999999999876,0
29.999999999999943,2
29.999999999999975,0
29.999999999999986,3
29.999999999999986,1
29.999999999999986,2
29.999999999999986,0
29.999999999999986,0
29.999999999999986,0
29.999999999999986,0
29.999999999999986,0
29.999999999999986,4
29.999999999999986,2
29.999999999999986,4
29.999999999999986,1
29.999999999999986,2
25.0,1
25.0,2
25.0,4
25.0,3
25.0,3
25.0,2
25.0,4
25.0,4
25.0,0
25.0,2
25.0,3
25.0,0
25.0,4
25.0,0
25.0,2
25.0,1
25.0,3
25.0,2
25.0,0
25.0,0
25.0,4
25.0,2
25.0,2
25.0,3
25.0,4
25.0,2
25.555555555555557,1
28.05127828435527,1
29.1455588268693,1
29.62535968451533,4
29.835734313373283,1
29.927975675100427,0
29.96842004265305,3
29.986153376551243,4
29.99392877644434,1
29.99733799683372,3
29.99883281174012,4
29.999488231850634,2
29.99977560891614,0
29.999901612949966,4
29.99995686097929,2
29.999981085162048,4
29.999991706555022,2
29.999996363636328,4
29.999998405591306,3
29.99999930091176,1
29.999999693476102,0
29.9999998656008,0
29.999999941071003,4
29.99999997416185,0
29.999999988670943,0
22.765037030999178,0
25.0,4
25.0,0
25.0,3
25.0,2
25.0,0
25.0,3
25.0,3
25.0,3
25.0,4
25.0,1
26.87852461515013,1
25.0,1
25.0,1
25.0,2
27.225355213466784,2
28.783422626538513,2
29.466576582054056,2
29.76611389540844,0
29.897449740523847,1
29.95503556854311,0
29.98028478809738,4
29.991355621148287,0
29.996209765023014,0
29.998338124528413,1
29.99927133011546,1
29.9996805056638,1
29.999859913751028,0
29.999938577449026,2
29.999973068521747,4
29.999988191559787,4
29.999994822443128,3
29.99999772983606,0
29.999999004618502,1
29.999999563562653,2
29.999999808638638,4
29.999999916095238,4
29.999999963210918,2
29.99999998386937,1
29.99999999292733,2
29.9999999968989,1
29.999999998640288,1
29.999999999403816,1
29.99999999973859,1
29.999999999885386,2
29.999999999949747,0
29.999999999977966,3
29.999999999990337,1
29.999999999995765,4
29.999999999998142,4
29.999999999999186,1
29.999999999999645,1
29.999999999999844,1
29.99999999999993,2
29.999999999999968,2
29.999999999999986,2
29.999999999999986,1
29.999999999999986,4
29.999999999999986,0
29.999999999999986,1
29.999999999999986,4
29.999999999999986,3
29.999999999999986,4
29.999999999999986,4
29.999999999999986,4
29.999999999999986,0
29.999999999999986,1
29.999999999999986,2
29.999999999999986,3
29.999999999999986,1
29.999999999999986,0
29.999999999999986,0
29.999999999999986,2
29.999999999999986,1
29.999999999999986,1
29.999999999999986,1
29.999999999999986,0
29.999999999999986,0
29.999999999999986,4
29.999999999999986,3
29.999999999999986,0
29.999999999999986,1
29.999999999999986,3
29.999999999999986,3
29.999999999999986,4
29.999999999999986,4
29.999999999999986,0
29.999999999999986,3
29.999999999999986,3
29.999999999999986,2
29.999999999999986,3
29.999999999999986,4
29.999999999999986,3
29.999999999999986,1
29.999999999999986,2
29.999999999999986,1
29.999999999999986,3
29.999999999999986,4
29.999999999999986,1
29.999999999999986,0
29.999999999999986,0
29.999999999999986,3
29.999999999999986,4
29.999999999999986,0
29.999999999999986,2
29.999999999999986,4
29.999999999999986,2
29.999999999999986,1
29.999999999999986,3
29.999999999999986,2
29.999999999999986,1
29.999999999999986,0
29.999999999999986,3
29.999999999999986,2
29.999999999999986,3
29.999999999999986,0
29.999999999999986,4
29.999999999999986,2
29.999999999999986,4
29.999999999999986,1
29.999999999999986,0
29.999999999999986,3
29.999999999999986,2
29.999999999999986,1
29.999999999999986,1
29.999999999999986,3
29.999999999999986,2
29.999999999999986,1
29.999999999999986,3
29.999999999999986,4
29.999999999999986,4
29.999999999999986,0
29.999999999999986,2
29.999999999999986,4
29.999999999999986,1
29.999999999999986,1
29.999999999999986,2
29.999999999999986,3
29.999999999999986,1
29.999999999999986,1
29.999999999999986,4
29.999999999999986,4
29.999999999999986,3
29.999999999999986,4
29.999999999999986,1
29.999999999999986,4
29.999999999999986,2
29.999999999999986,2
29.999999999999986,4
29.999999999999986,3
29.999999999999986,4
29.999999999999986,2
29.999999999999986,3
29.999999999999986,2
29.999999999999986,3
29.999999999999986,1
29.999999999999986,0
29.999999999999986,3
29.999999999999986,3
29.999999999999986,0
29.999999999999986,4
29.999999999999986,2
29.999999999999986,4
29.999999999999986,3
29.999999999999986,0
29.999999999999986,2
29.999999999999986,2
29.999999999999986,3
29.999999999999986,3
29.999999999999986,2
29.999999999999986,0
29.999999999999986,1
25.0,3
25.0,4
25.0,3
25.0,3
25.0,0
25.0,0
27.80768806989968,1
29.038753680227963,2
29.578529645079747,4
29.815201102544943,3
29.91897263448798,1
29.96447254798468,2
29.98442254862015,1
29.99316987349988,4
29.997005246437936,2
29.998686913207635,2
29.999424260831965,0
29.999747560030656,1
21.24722663545938,4
25.0,4
25.0,2
25.0,4
26.049382716049383,1
28.267802919426906,1
27.202521571744683,3
25.0,1
25.0,2
25.0,0
